Response ID,Country,City,Region,Home ZIP,Work ZIP,Are you a resident of a nearby neighborhood?,Do you own a business on Telegraph?,Do you work on or near Telegraph?,"Do you visit the stores, restaurants and bars, or use the services on Telegraph Avenue?",Do you commute via Telegraph Avenue?,How often do you visit or pass through Telegraph Avenue?,ModeRank1,ModeRank2,ModeRank3,ModeRank4,ModeRank5,ModeRank6,ModeRankNR,Rank of driving among modes of transport 1,Rank of AC Transit among modes of transport 1,Rank of BART among modes of transport 1,Rank of bicycle  among modes of transport 1,Rank of walking  among modes of transport 1,"Rank of ""other""  among modes of transport 1",What do you like best about Telegraph Avenue?,What do you wish were different about Telegraph Avenue?,Tgraph is good for pedestrians,Tgraph is good for bicyclists,Tgraph is good for motorists,Tgraph is good for transit riders,Do you feel that the existing configuration adequately balances the needs of all users (pedestrians/cyclists/motorists/transit riders)?,ImprRank1,ImprRank2,ImproRank3,ImprRank4,ImprRankNR,Rank driving should have in planned improvements 1,Rank public transit should have in planned improvements 1,Rank bicycling should have in planned improvements 1,Rank walking should have in planned improvements 1,Ideas to help motorists,Ideas to help transit riders,Ideas to help bicyclists,Ideas to help pedestrians,Comments on the draft vision statement,"What streets in Oakland, the Bay Area, or anywhere in the world do you wish Telegraph Avenue more closely resembled? What about those streets do you like? What aspects of those streets would you most like to see on Telegraph Avenue?",Is there anything we missed? Please share any additional comments you have about Telegraph Avenue.
1036,United States,Oakland,CA,94608,,Yes,No/blank,No/blank,Yes,No/blank,A few times per week,Driving,BARTBikingWalking,,,,ACT,Other,1,6,2,2,2,,"I like the diversity of businesses and the proximity to my house. I also like that the BID has made such amazing efforts over the years to unify Temescal as a neighborhood. Summer movies, the fair etc.",Safety. I would walk to Telegraph (it's only a few blocks from my home in Longfellow) but it's not safe to do so. I was sitting outside having coffee at Arbor not too long ago and witnessed a laptop snatching. So many of my neighbors have been mugged while on foot. It's just really bad out there right now.,Disagree,Disagree,Disagree,No Opinion,No,BikingWalking,DrivingTransit,,,,2,2,1,1,"Speed is a big one for me. People drive both really fast and really slow down this street. There's always some crazy person ""weaving"" between the two lanes.","I don't use public transit along this corridor, but often a bus, while loading/unloading passengers, will obstruct my view as a cyclist or driver.",Bike lanes. More of them. That is all.,"I don't walk in this area as much as I would like. It's so close to my house, but simply not safe to do so. Crime/muggings etc. I prefer to bike or drive and walk the shorter distance to my destination.",Love it. Great.,"Valencia Street. Aesthetically, I like that this corridor has a consistent theme. It also has a very similar configuration of being anchored by two BART stations and the need to accommodate all modes of transit. I do like that Valencia eliminated the 26 bus line to help with the flow, but I don't see that happening in this case.","I would like to see some sort of wayfinding treatment applied to the intersections that connect my neighborhood (Longfellow) to Telegraph Avenue (45th, 42nd, 40th and West Mac). I feel that something colorful at those pedestrian crossings would help provide an identity that these intersections are connectors to our area. Many residents of Longfellow patronize the businesses along Telegraph Avenue and we access these intersections daily via the freeway underpass. Work similar to Roadsworth http://roadsworth.com/home/ could be a good example of an inexpensive, fun wayfinding application. Also, the use of color and paint could tie in nicely with Temescal's existing themed ""flow"" project.  Also, the cultural landscapey side of my brain would love to see the Complete Street Design Concept pay homage to the rich history in our area regarding the Key Route System. Railroad tracks for ped. crossings, bus stops with site furnishings from that time period, kiosks that explain the history of the area that could allow for walking tours and play etc. etc. etc. Aesthetically, it would be wonderful if the new ""system"" could provide some sort of window into what was once there."
1037,United States,Oakland,CA,94816,94609,Yes,No/blank,Yes,Yes,Yes,Daily,Biking,,Driving,,BARTWalking,,ACTOther,3,,5,1,5,,linked to areas I frequently go,"Bike lanes, pot holes fixed",Strongly Agree,Strongly Disagree,Strongly Agree,No Opinion,No,Biking,,,Driving,TransitWalking,4,,1,,,,"bike lanes, all of telegraph",,Bike lanes detached from car traffic. more bike parking,"germany, netherlands, sweden. More bike parking, bicycle lanes separated from road with a median. Bike traffic signals",
1038,United States,San Francisco,CA,94115,94115,No/blank,No/blank,No/blank,Yes,Yes,Rarely,,Biking,Driving,Walking,,,ACTBARTOther,3,,,2,4,,Revitalization and new business.,Need better pedestrian infrastructure and bicycle infrastructure.,Disagree,Disagree,Strongly Agree,Agree,No,Walking,Biking,Transit,Driving,,4,3,2,1,"Traffic calming would be nice, people drive at highway speeds now",Better shelters,Protected bike lane,Bulb outs,,,
1039,United States,Oakland,CA,94606,94607,No/blank,No/blank,Yes,Yes,No/blank,A few times per week,Driving,Walking,Biking,Other,BART,ACT,,1,6,5,3,2,4,"the mom and pop shops, community feel, art murmur and galleries and when it's streets are available to the people","crime/safety, parking availability/price is expensive",Disagree,Disagree,Agree,Agree,No,Walking,Biking,Transit,Driving,,4,3,2,1,increase availability of parking throughout or 1st fridays,,Color in the bike lanes throughout (like 40th),perception of safety throughout/ near underpass- needs better lighting/ art/greenery,,Lakeshore has a very busy feel with plenty of parking nearby to shop and walk around.   Shattuck Ave in Berkeley has lots of public transit and parking as well... parking is a big factor for getting more people to frequent the area.,
1040,United States,Martinez,CA,94610,94553,Yes,No/blank,No/blank,Yes,No/blank,A few times per week,,DrivingBiking,,,,,ACTBARTWalkingOther,2,,,2,,,"The stores, neighborhood",close gaps in the interesting things. get rid of ugly stripmalls.,Disagree,Disagree,Strongly Agree,No Opinion,No,Walking,Biking,Transit,Driving,,4,3,2,1,,,"bike lanes, buttons accesible for bikes for traffic signals",,"I'd like to see language that talks about place-making (creating interesting places that people will want to stop and spend time, shop, hang out) and business development.","Grand Ave, Lakeshore Ave.",
1041,United States,Berkeley,CA,94605,,No/blank,No/blank,No/blank,No/blank,No/blank,,,,,,,,DrivingACTBARTBikingWalkingOther,,,,,,,,,,,,,,,,,,DrivingTransitBikingWalking,,,,,,,,,,,
1042,United States,Berkeley,CA,94611,94720,Yes,No/blank,No/blank,No/blank,Yes,A few times per week,Biking,ACT,Driving,BART,Walking,Other,,3,2,4,1,5,6,There's a bicycle path most of the way.,"- There's no bicycle path between 51st St, (where I normally turn onto or off of Telegraph Ave), and 57th St, in either direction. This is kind of a scary section since it's often so busy. Going south between 55th St and 51st St is particularly scary.  - In Berkeley by Ashby Ave is also scary... darn, you're just doing Oakland. ;-)",Agree,Agree,Strongly Agree,Agree,Yes,Biking,Transit,Walking,Driving,,4,2,1,3,,,Add bike lane betw 20th and 57th,Install over or underpass crossings so pedestrians can cross without conflicts with cars or bikes. Espec at 51st St.,,,
1043,United States,Oakland,CA,94611,94703,No/blank,No/blank,No/blank,Yes,Yes,A few times per month,Driving,BikingWalking,,,BART,ACT,Other,1,6,5,2,2,,The direct shot to UC Berkeley from Downtown.  I like the variety of businesses along the way.,"I wish the bike lanes were safer. When I drive, I wish that I didn't get stuck behind people turning left, and that I didn't get stuck behind people parking. When I walk I wish that there were a place to stop in the middle of the street - or that I didn't have so far to cross.  I'd love wider sidewalks!",Agree,Disagree,Disagree,No Opinion,No,Biking,Walking,Transit,DrivingWalking,,4,3,1,2,encourage bicycle & transit use. Too much auto traffic is funnelled down Telegraph.,na,Feels a little unsafe - want green lanes.,"wider sidewalk, lighting, make crossings shorter (bulbs or median?)",,I appreciate the streets in SF that have cars parked on the left of the bike lane.  I appreciate the green lanes of Palo Alto.,
1044,United States,Portland,OR,94601,94612,No/blank,No/blank,Yes,Yes,No/blank,A few times per week,,Driving,Walking,BART,,Biking,ACTOther,2,,4,6,3,,"The restaurants, shops and the wide streets.","wider bike lanes, nicely paved streets, less crazy people.",Agree,Disagree,Disagree,Agree,No,,DrivingTransit,,Biking,,2,2,4,4,,,,,,,
1045,United States,Oakland,CA,94611,94609,No/blank,Yes,No/blank,Yes,No/blank,Daily,Driving,,Walking,,,,ACTBARTBikingOther,1,,,,3,,Diversity,safety,,,,,,,,,,DrivingTransitBikingWalking,,,,,,,,,I am not very inform to give my opinion,,
1046,United States,San Francisco,CA,94609,94103,Yes,No/blank,No/blank,Yes,No/blank,Daily,Biking,BART,Walking,ACT,Driving,Other,,5,4,2,1,3,6,It's the most direct way to get to places that I often go.,I rarely use it because it's unpleasant to bike on. A continuous bike lane - not one where I have to keep merging in and out of traffic. And fewer potholes!,No Opinion,Disagree,Agree,No Opinion,No,Transit,Biking,Walking,Driving,,4,1,2,3,,,Continuous bike lane along the whole length!,"Automatic walk signals that come on with every green light. Especially at 40th and Telegraph, but other high-ped intersections as well.",,,
1047,United States,Oakland,CA,94612,94612,No/blank,No/blank,No/blank,Yes,No/blank,A few times per month,BikingWalking,ACTBART,,Driving,,,Other,4,2,2,1,1,,"Shops, restaurants",Diversity. It's completely gentrified. :(,Disagree,Disagree,Strongly Agree,Agree,No,BikingWalking,Transit,Driving,Walking,,3,2,1,1,,Reliability of service,Dedicated lanes,"safer crosswalks, pedscrams, and dedicated right turn signals for motorists",,"Parklets, greeways, dedicated lanes, slower traffic. Like the Market St plan in SF",
1048,United States,Modesto,CA,95357,n/a,No/blank,No/blank,No/blank,Yes,No/blank,Rarely,Driving,Walking,ACT,BART,Other,Biking,,1,3,4,6,2,5,The different stores and shops,Less congested traffic,Agree,Strongly Disagree,Disagree,No Opinion,No,Biking,Transit,Driving,Walking,,3,2,1,4,traffic congestion,late buses due to traffic congestion and construction,there needs to be bike lanes so that they won't have to ride in the middle of the street,pretty safe for pedestrains,The streets need to be wider in order to accommodate vehicles and bicycles safely.,"Like Foothill Blvd, where there's an island in the middle of the street, and the street is very wide.","Have lanes for buses like they do in San Francisco, CA."
1049,United States,Oakland,CA,94611,94612,No/blank,No/blank,Yes,Yes,No/blank,Daily,ACT,BART,Driving,Walking,Other,Biking,,3,1,2,6,4,5,,,Agree,Disagree,Agree,Agree,No,Transit,Biking,Driving,,,3,1,2,4,Parking,"Amenities, reliability of service","Safety, bicycle lane","Safety, lighting",,,
1050,United States,Walnut Creek,CA,94602,94602,No/blank,No/blank,No/blank,Yes,No/blank,A few times per week,Driving,,,Walking,,ACTBARTBikingOther,,1,6,6,6,4,6,The variety of shops & food,The stop lights need to be better timed. More parking available.,No Opinion,Disagree,No Opinion,No Opinion,No,Biking,Walking,Transit,Driving,,4,3,1,2,,,,,,,
1051,United States,Oakland,CA,904609,94612,Yes,No/blank,No/blank,No/blank,No/blank,Daily,DrivingACTBARTBikingWalking,,,,,,Other,1,1,1,1,1,,"small, local shops, cafes, bars restaurants; proximity to bart, downtown Oakland, Berkeley; active street with people and activities.",I wish there were less of the following:  speeding cars; garbage from fast food places; 24-hr fast food. I wish there were more of the following: Crosswalks; wider sidewalks; bike lanes; open space; parklets.,Disagree,Strongly Disagree,Agree,,No,BikingWalking,Transit,,Driving,,4,2,1,1,(40th-51st): Reduce speed limits; remove parking; reduce red paint near corners; give more parking tickets,,,,,,
1052,United States,Oakland,CA,94611,,Yes,No/blank,No/blank,Yes,Yes,A few times per week,,,DrivingBiking,BARTWalking,,ACTOther,,3,6,4,3,4,6,"That there are things to do in walking distance: shop, eat, pass through",A more protected space for bikes so that we aren't always having to race down the street to stay ahead of traffic.,Agree,Strongly Disagree,Strongly Agree,Agree,No,BikingWalking,,Transit,Driving,,4,3,1,1,lines so we don't worry about hitting cyclists,well demarcated maps,an actual bike lane not in the 'door zone',safer and well designated crosswalks that cars aren't encroached into during lights.,,"Amsterdam has amazing infrastructure. Piedmont ave has recently done a fantastic job of accommodating road users, bicycles, and drivers too! (I live close to both) and I would like to see the same design principles and family friendliness applied to telegraph. Better lighting at night on Telegraph would make it a lot safer for walking, especially for women coming out of bart after work.","Telegraph is great, but we need to make it safer for walking, and commuters who drive/cycle to bart or to work on it. It should be easy to know, when I'm driving, where to drive and when to yield and to whom I should be yielding. Same goes for cycling: where should I stop, where is the safe spot to cross the street? also at night, is it well lit so that I feel safe walking alone. Is there camera/police patrol nearby in case something does happen (lots of theft/assaults when I first moved to oakland. it is getting better)"
1053,United States,Oakland,CA,904609,94612,Yes,No/blank,No/blank,No/blank,No/blank,Daily,DrivingACTBARTBikingWalking,,,,,,Other,1,1,1,1,1,,"small, local shops, cafes, bars restaurants; proximity to bart, downtown Oakland, Berkeley; active street with people and activities.",I wish there were less of the following:  speeding cars; garbage from fast food places; 24-hr fast food. I wish there were more of the following: Crosswalks; wider sidewalks; bike lanes; open space; parklets; sidewalk dining and coffee.,Disagree,Strongly Disagree,Agree,,No,BikingWalking,Transit,,Driving,,4,2,1,1,(40th-51st): Reduce speed limits; remove parking; reduce red paint near corners; give more parking tickets,(40th-5st): Create bus rapid transit and BRT stops in the middle of the street or bring back street cars.,(40th-51st): Bike lanes; more bike racks; more bike holders on buses; electronic bike counter to see how many bikes use the street. Narrower street; wider sidewalk slows things down.,(40th-51st): More crosswalks; bulb-outs; wider sidewalks; parklets; pocket parks; open space;,"The corridor has prioritized autos over pedestrians and bicyclists and is flanked on the west side by the freeway. A balance needs to be created between auto uses and  pedestrians, bikes and other transport. In addition to improving safety, studies and anecdotes show that pedestrian, bike and public transit-friendly streets attract more activity and commercial commerce even when they reduce parking, so safety is one issue. Economic development is another that applies on the Telegraph corridor and the plan should not only improve safety, but also commerce. Some merchants will balk at this, but they only need see successful commercial corridors that have reduced parking to know that it's accurate.","In SF: Valencia; Fillmore; Haight; 24th; 22nd; Mission, Clement. Many commercial streets in New York and Europe. The main thing about these streets is that the sidewalks are wide and pedestrian/bike friendly and the streets are more narrow. They have good public transport and bike lanes. They have dense development and commercial spaces that attract a lot of people for different needs and interests and therefore create a vibrant, dynamic environment. Planning 101.","How much money would the public agree to spend on needed improvements? Does the public believe the city should seek grant money to make improvements? Does the public consider street design and related issues in the context of broader city issues, such as crime, safety and public health? If so, to what extent?  Also, you didn't mention much about the history. Why is the street the way it is now? How has it been at different periods in history? How ""healthy"" was it during those times? Also, what are the next steps in this process? Is the city actually going to do anything?"
